"wordlist-id","describtion"
"139","Religion3","spelldoctor","0",NULL
"140","To Kill a Mockingbird 1","spelldoctor","1",NULL
"141","Animal Farm1","spelldoctor","1",NULL
"142","The One and Only Ivan","spelldoctor","1",
"143","Mockingbird-supplemental","spelldoctor","1",NULL
"144","Romeo and Juliet","spelldoctor","1",NULL
"145","Indian Religions","spelldoctor","0",NULL
"146","Clarke-List1","spelldoctor","0",NULL
"147","Skellig","spelldoctor","1",NULL
"148","A Christmas Carol","spelldoctor","1",NULL
"149","Blood on the River","spelldoctor","1",NULL
"150","Islam Vocabulary","spelldoctor","0",NULL
"151","Discussion Words","spelldoctor","0",NULL
"152","History List 2","spelldoctor","0",NULL
"153","Power and Justice","spelldoctor","0",NULL
"154","The Hobbit","spelldoctor","1",NULL
"155","Fever 1793","spelldoctor","1",NULL
"156","Fighting the Status Quo","spelldoctor","0",NULL
"157","Ethan Frome","spelldoctor","1",NULL
"158","A Pale View of Hills","spelldoctor","1",NULL
"159","Night","spelldoctor","1",
"161","Hamlet","spelldoctor","1",NULL
"162","LCIS List 1","spelldoctor","1",NULL
"163","Science 1","spelldoctor","1",
"167","Bridge to Terabithia","spelldoctor","1",NULL
"166","Twelfth Night","spelldoctor","1",NULL
"168","Walk Two Moons","spelldoctor","1",NULL
"169","Number the Stars","spelldoctor","1",NULL
"170","The Outsiders","spelldoctor","1",NULL
"171","Out of the Dust","spelldoctor","1",NULL
"172","Harriet the Spy","spelldoctor","1",NULL
"173","Animal Farm2","spelldoctor","1",NULL
"174","The Sound and the Fury","spelldoctor","1",NULL
"175","SFEDS Test List","spelldoctor","0",NULL
"176","Nineteen Eighty-Four","spelldoctor","1",NULL
"177","Something Wicked This Way Comes","spelldoctor","1",NULL
"178","Monster","spelldoctor","1",NULL
"179","Night2","spelldoctor","1",NULL
"180","The Miraculous Journey of Edward Tulane","spelldoctor","1",NULL
"181","Benedetto List 1","spelldoctor","0",NULL
"182","The Mazarin Stone","spelldoctor","1",NULL
"183","Pinecrest1","spelldoctor","0",NULL
"184","A Raisin In the Sun- extra","spelldoctor","0",NULL
"185","The Governess","spelldoctor","1",NULL
"186","Rules","spelldoctor","1",NULL
"187","A Marriage Proposal","spelldoctor","1",NULL
"188","Dante's Inferno","spelldoctor","1",NULL
"189","The Glass Menagerie","spelldoctor","1",NULL
"190","Letters from Rifka","spelldoctor","1",NULL
"191","Matilda","spelldoctor","1",NULL
"192","Sarah, Plain and Tall","spelldoctor","1",NULL
"193","To Kill a Mockingbird 2","spelldoctor","1",NULL
"194","Jane Eyre","speldoctor","1",NULL
"195","The Book Thief","spelldoctor","1",NULL
"196","Define Normal","spelldoctor","1",NULL
"197","A Painted House","spelldoctor","1",NULL
"198","Calico Joe","spelldoctor","1",NULL
"199","Chasing Redbird","spelldoctor","1",NULL
"200","The Shakespeare Stealer","spelldoctor","1",NULL
"201","Rebecca","spelldoctor","1",NULL
"202","in words","spelldoctor","0",NULL
"203","Where Men Win Glory","spelldoctor","1",NULL
"204","When the Emporer Was Divine","spelldoctor","1",NULL
"205","Official Crime Investigation Notebook","spelldoctor","1",NULL
"206","The Field Guide","spelldoctor","1",NULL
"207","The Great Gilly Hopkins","spelldoctor","1",NULL
"208","Among The Hidden","spelldoctor","1",NULL
"209","Growing Your Vocabulary","spelldoctor","0",NULL
"210","Anne Frank - The Diary of a Young Girl","spelldoctor","1",NULL
"211","The Call of the Wild","spelldoctor","1",NULL
"212","Chains","spelldoctor","1",NULL
"213","Chasing Vermeer","spelldoctor","1",NULL
"214","Dandelion Wine","spelldoctor","1",NULL
"215","Cliffhanger","spelldoctor","1",NULL
"216","Dracula","spelldoctor","1",NULL
"217","Esperanza Rising","spelldoctor","1",NULL
"218","Because of Mr. Terupt","spelldoctor","1",NULL
"219","Fahrenheit 451","spelldoctor","1",NULL
"220","Frindle","spelldoctor","1",NULL
"221","Going Home","spelldoctor","1",NULL
"222","A Separate Peace","spelldoctor","1",NULL
"223","Carry On, Mr. Bowditch","spelldoctor","1",NULL
"224","The City of Ember","spelldoctor","1",NULL
"225","Charlotte's Web","spelldoctor","1",NULL
"226","The House on Mango Street","spelldoctor","1",NULL
"227","The Hound of the Baskervilles","spelldoctor","1",NULL
"228","Gooney Bird Greene","spelldoctor","1",NULL
"229","Johnny Tremain","spelldoctor","1",NULL
"230","Out of My Mind","spelldoctor","1",NULL
"231","Pictures of Hollis Woods","spelldoctor","1",NULL
"232","The Best Christmas Pageant Ever","spelldoctor","1",NULL
"233","The Absolutely True Diary of a Part-Time Indian","spelldoctor","1",NULL
"234","Adventures On Amelia Island","spelldoctor","1",NULL
"235","The Boy In The Striped Pyjamas","spelldoctor","1",NULL
"236","The Boxcar Children","spelldoctor","1",NULL
"237","Skylark","spelldoctor","1",NULL
"238","The House of the Scorpion","spelldoctor","1",NULL
"239","The Indian in the Cupboard","spelldoctor","1",NULL
"240","Detectives in Togas","spelldoctor","1",NULL
"241","The Last Book of the Universe","spelldoctor","1",NULL
"242","The Lion, The Witch, and the Wardrobe","spelldoctor","1",NULL
"243","The Pearl","spelldoctor","1",NULL
"244","The Pigman","spelldoctor","1",NULL
"245","Tuck Everlasting","spelldoctor","1",NULL
"246","Truesight","spelldoctor","1",NULL
"247","The Westing Game","spelldoctor","1",NULL
"248","Things Not Seen","spelldoctor","1",NULL
"249","The True Confessions of Charlotte Doyle","spelldoctor","1",NULL
"250","Angel on the Square 1","spelldoctor","1",NULL
"251","Short Story Vocab-DS","spelldoctor","0",NULL
"1351","Tangerine","spelldoctor","1",NULL
"253","The Miracle Worker","spelldoctor","1",NULL
"254","Roll of Thunder Hear My Cry-DS","spelldoctor","1",NULL
"255","Greek Myths","spelldoctor","1",NULL
"256","Because of Winn Dixie","spelldoctor","1",
"257","Freak The Mighty","spelldoctor","1",NULL
"258","Hatchet","spelldoctor","1",NULL
"259","Love That Dog","spelldoctor","1",NULL
"260","Maniac Magee","spelldoctor","1",NULL
"261","Multicultural Myths","spelldoctor","1",NULL
"262","The Iliad-sjeagles","spelldoctor","1",NULL
"263","Odd and the Frost Giants","spelldoctor","1",NULL
"264","Riding Freedom","spelldoctor","1",NULL
"265","The Chocolate War","spelldoctor","1",NULL
"722","The Tale of Despereaux","spelldoctor","1",NULL
"267","Jefferson's Sons","spelldoctor","1",NULL
"268","Squanto Friend of the Pilgrims","spelldoctor","1",NULL
"269","Shh! We re Writing the Constitution","spelldoctor","1",NULL
"271","The Hunger Games","spelldoctor","1",NULL
"272","The Color of My Words","spelldoctor","1",NULL
"273","The Face on the Milk Carton","spelldoctor","1",NULL
"274","The Year of the Dog","spelldoctor","1",NULL
"275","Taking Sides","spelldoctor","1",NULL
"276","Dreams From My Father","spelldoctor","1",NULL
"277","This Boy's Life","spelldoctor","1",NULL
"278","The Trojan Women","spelldoctor","1",NULL
"279","The Martian Chronicles","spelldoctor","1",NULL
"280","The Illustrated Man","spelldoctor","1",NULL
"281","Every Living Thing","spelldoctor","1",NULL
"282","The Rime of the Ancient Mariner","spelldoctor","1",NULL
"283","Tales From The Odyssey","spelldoctor","1",NULL
"284","Our Town","spelldoctor","1",NULL
"285","Agamemnon","spelldoctor","1",NULL
"286","Medea","spelldoctor","1",NULL
"287","Beowulf","spelldoctor","1",NULL
"288","Shiva's Fire","spelldoctor","1",NULL
"289","Anthem","spelldoctor","1",NULL
"290","The Invention of Hugo Cabret","spelldoctor","1",NULL
"291","Frequently Misspelled Words","spelldoctor","0",NULL
"292","The Crucible-DS","spelldoctor","1",NULL
"293","To Kill A Mockingbird-DS","spelldoctor","1",NULL
"294","Romeo and Juliet- DS","spelldoctor","0",NULL
"295","D'Aulaires' Book of Greek Myths","spelldoctor","1",
"296","From The Mixed Up Files of Mrs. Basil E. Frankweil","spelldoctor","1",NULL
"297","Witness","spelldoctor","1",NULL
"298","The Kid In The Red Jacket","spelldoctor","1",NULL
"299","Trouble","spelldoctor","1",NULL
"300","Holes","spelldoctor","1",NULL
"301","The Wave","spelldoctor","1",NULL
"302","To Kill A Mickingbird, Chapter 1","spelldoctor","0",NULL
"303","The Skin I'm In","spelldoctor","1",NULL
"304","Tornado","spelldoctor","1",NULL
"305","Keep the Lights Burning, Abbie","spelldoctor","1",NULL
"306","Magic Tree House Research &#8203;Guide: Pilgrims","spelldoctor","1",
"307","Prefix List","spelldoctor","1",NULL
"982","The Most Dangerous Game","spelldoctor","1",NULL
"309","The Interlopers","spelldoctor","1",
"311","The Rules of the Game","spelldoctor","0",NULL
"312","4th Prep Religion","spelldoctor","0",NULL
"313","Walk Two Moons-Benj","spelldoctor","1",NULL
"314","Fever 1793-Benj","spelldoctor","1",NULL
"315","The Iliad","spelldoctor","1",
"316","Iliad-Book 1","spelldoctor","1",NULL
"317","extra","spelldoctor","0",NULL
"318","Short Story Vocab- ashrosary","spelldoctor","0",NULL
"319","The Fault In Our Stars","spelldoctor","1",NULL
"320","The Things They Carried","spelldoctor","1",NULL
"321","A Long Walk to Water","spelldoctor","1",NULL
"322","My Brother Sam Is Dead","spelldoctor","1",NULL
"323","The Bronze Bow","spelldoctor","1",NULL
"324","The Scarlet Letter","spelldoctor","1",NULL
"325","The Adventures of Huckleberry Finn","spelldoctor","1",
"326","Peace Like A River","spelldoctor","1",NULL
"327","A Mango-Shaped Space","spelldoctor","1",NULL
"328","Firegirl","spelldoctor","1",NULL
"329","Angie's Test List","spelldoctor","0",NULL
"330","Mick Harte Was Here","spelldoctor","1",NULL
"331","Zeitoun","spelldoctor","1",NULL
"332","Flipped","spelldoctor","1",NULL
"333","The Canterbury Tales","spelldoctor","1",NULL
"334","7G Parent Words","spelldoctor","0",NULL
"335","Grade 6 Geography and LA","spelldoctor","0",NULL
"336","7E Parent Words","spelldoctor","0",NULL
"337","Stargirl","spelldoctor","1",NULL
"338","Whirligig","spelldoctor","1",NULL
"339","A Single Shard","spelldoctor","1",NULL
"340","Cambridge Latin Stage 1","spelldoctor","0",NULL
"341","Cambridge Latin Stage 2","spelldoctor","0",NULL
"342","not used","spelldoctor","0",NULL
"343","Key+Challenge","spelldoctor","0",NULL
"344","Key+Familiar","spelldoctor","0",NULL
"345","Leaving Home","spelldoctor","1",NULL
"346","Mockingbird","spelldoctor","1",NULL
"347","Rules of the Road","spelldoctor","1",NULL
"348","The Odyssey-Fagles1","spelldoctor","1",
"349","Short Story Vocabulary1-allsaints","spelldoctor","1",NULL
"350","The Cask of Amontillado","spelldoctor","1",NULL
"351","The Secret Life of Walter Mitty","spelldoctor","1",NULL
"352","Food Units 1,2,3","speldoctor","1",
"353","Cambridge Latin Stage 9","spelldoctor","0",NULL
"354","Cambridge Latin Stage 10","spelldoctor","0",NULL
"355","The Egypt Game","spelldoctor","1",NULL
"356","delete","spelldoctor","0",NULL
"357","I Am One of You Forever","spelldoctor","1",NULL
"358","The Tempest","spelldoctor","1",NULL
"359","Crispin: The Cross of Lead","spelldoctor","1",NULL
"360","Iqbal","spelldoctor","1",NULL
"361","Iron Thunder","spelldoctor","1",NULL
"362","Jamestown 1607","spelldoctor","1",NULL
"363","Owls In The Family","spelldoctor","1",NULL
"364","Poppy","spelldoctor","1",NULL
"365","Unit 1, Part 1","spelldoctor","0",NULL
"366","Charles","spelldoctor","1",NULL
"367","Harry Potter and the Sorcerer's Stone","spelldoctor","1",NULL
"368","Grade 7, List 2","spelldoctor","1",NULL
"369","Lv 3 Greek and Latin Roots 1","spelldoctor","1",NULL
"370","Lv 3 Greek and Latin Roots 2","spelldoctor","1",NULL
"371","Lv 3 Greek and Latin Roots 3","spelldoctor","1",NULL
"372","Lv 3 Greek and Latin Roots 4","spelldoctor","1",NULL
"373","Lv 3 Greek and Latin Roots 5","spelldoctor","1",NULL
"374","GR6 LIFE SCIENCE 1","spelldoctor","0",NULL
"375","GR8 BIOLOGY 1","spelldoctor","0",NULL
"376","Gr7 History  CWR","spelldoctor","0",NULL
"377","The Adventures of Tom Sawyer","spelldoctor","1",NULL
"378","Cambridge Latin Stage 8","spelldoctor","0",NULL
"379","Key+Familiar2","spelldoctor","0",NULL
"380","Key+Challenge2","spelldoctor","0",NULL
"381","Where the Mountain Meets the Moon","spelldoctor","1",NULL
"382","Sir Gawain and the Green Knight","spelldoctor","1",NULL
"383","Betsey Brown","spelldoctor","1",NULL
"384","Chew On This","spelldoctor","1",NULL
"385","Lee Root Words 1","spelldoctor","1",NULL
"386","Revolutionary War","spelldoctor","1",
"388","x-0","spelldoctor","0",
"389","The World According to Humphrey","spelldoctor","1",NULL
"390","Coming to America Vocabulary","spelldoctor","1",
"391","Beverly Cleary ","spelldoctor","1",NULL
"392","Roald Dahl ","spelldoctor","0",NULL
"393","Laurence Yep","spelldoctor","0",NULL
"394","Lois Lowry","spelldoctor","0",NULL
"395","Gary Paulsen","spelldoctor","0",NULL
"396","The Circuit","spelldoctor","1",NULL
"397","Cambridge Latin Stage 11","spelldoctor","0",NULL
"398","Cambridge Latin Stage 3","spelldoctor","0",NULL
"399","Paradise Lost","spelldoctor","1",NULL
"400","The Education of Little Tree","spelldoctor","1",NULL
"401","The Secret School","spelldoctor","1",NULL
"402","Schooled","spelldoctor","1",NULL
"403","10 Words","spelldoctor","0",NULL
"404","The Bridge of San Luis Rey","spelldoctor","1",NULL
"405","The Outsiders-short","spelldoctor","1",NULL
"406","The Sunflower: On the Possibilities and Limits of Forgiveness","spelldoctor","1",NULL
"407","Gary Paulsen2","spelldoctor","0",NULL
"408","Lois Lowry2","spelldoctor","0",NULL
"409","Lawrence Yep2","spelldoctor","1",NULL
"410","Roald Dahl2","spelldoctor","0",NULL
"411","Beverly Cleary2","spelldoctor","0",NULL
"412","zz-hem, fringe, border, edge","spelldoctor","0",
"413","zz-need","spelldoctor","0",
"414","x-0","spelldoctor","0",
"415","zz-harp","spelldoctor","0",
"416","zz-tuft of curly hair","spelldoctor","0",
"417","zz-on the ground","spelldoctor","0",
"418","zz-inclination, balance","spelldoctor","0",
"419","zz-oath, evil spirits","spelldoctor","0",
"420","Beverly Cleary 3-6","spelldoctor","0",NULL
"421","Roald Dahl 3-6","spelldoctor","0",NULL
"422","Lois Lowry 3-6","spelldoctor","0",NULL
"423","Gary Paulsen 3-6","spelldoctor","0",NULL
"424","Lawrence Yep 3-6","spelldoctor","0",NULL
"425","World Lit 2","spelldoctor","1",NULL
"426","Guns for General Washington","spelldoctor","1",NULL
"427","Regarding the Fountain","spelldoctor","1",NULL
"428","Nothing But the Truth","spelldoctor","1",NULL
"429","The Comedy of Errors","spelldoctor","1",NULL
"430","Thank You, Ma'am","spelldoctor","1",NULL
"431","Macbeth","spelldoctor","1",NULL
"432","Medea2","spelldoctor","1",NULL
"433","Grade 5 Subject-Area Vocab","spelldoctor","0",NULL
"434","Grade 6 Subject Area Vocab","spelldoctor","0",NULL
"435","sol words","spelldoctor","0",NULL
"436","Grade 7 Subject-Area Vocab","spelldoctor","0",NULL
"437","Grade 8 Subject-Area Vocab","spelldoctor","0",NULL
"438","Grade 6 Geography and LA 2","spelldoctor","0",NULL
"439","The Fighting Ground","spelldoctor","1",NULL
"440","Red Scarf Girl","spelldoctor","1",NULL
"441","Vocabulit 3-1","spelldoctor","1",NULL
"442","Murphy-Cleary","spelldoctor","0",NULL
"443","Murphy-Dahl","spelldoctor","0",NULL
"444","Murphy-Lowry","spelldoctor","0",NULL
"445","Murphy-Paulsen","spelldoctor","0",NULL
"446","Murphy-Spinelli","spelldoctor","0",NULL
"447","Murphy-Yep","spelldoctor","0",NULL
"448","Cambridge Latin Stage 4","spelldoctor","0",NULL
"449","Boy","spelldoctor","1",NULL
"450","Tempest, The","spelldoctor","1",NULL
"451","Mythology-ashrosary","spelldoctor","0",NULL
"452","The Outsiders-smms","spelldoctor","1",NULL
"453","WW1","spelldoctor","0",NULL
"454","pro words","spelldoctor","0",NULL
"455","bewildered","spelldoctor","0",NULL
"456","Grade 3 Vocab","spelldoctor","0",NULL
"457","SAT Prep2","spelldoctor","0",NULL
"458","Aashish List","spelldoctor","0",NULL
"459","Seventh Grade","spelldoctor","1",NULL
"460","SAT Words 1-BCA","spelldoctor","1",NULL
"461","Twelve Angry Men","spelldoctor","1",NULL
"462","The Best School Year Ever","spelldoctor","1",NULL
"463","Dater12-2","spelldoctor","0",NULL
"464","Inherit the Wind","spelldoctor","1",NULL
"465","The Kite Runner","spelldoctor","1",NULL
"466","Sadako and the Thousand Paper Cranes","spelldoctor","1",NULL
"467","Sadako and the Thousand Paper Cranes-short","spelldoctor","0",NULL
"468","The Strange Case of Dr. Jekyll and Mr. Hyde","spelldoctor","1",NULL
"469","zz-domestic, native, indigenous","spelldoctor","0",
"470","zz-mournful song","spelldoctor","0",
"471","zz-find fault with, reveal","spelldoctor","0",
"472","zz-pledge, pay, reward","spelldoctor","0",
"473","zz-long seat, bench","spelldoctor","0",
"474","zz-office, desk, cloth covering for a desk","spelldoctor","0",
"475","zz-nut, walnut; kernel; cell, cell nucleus","spelldoctor","0",
"476","zz-midday meal","spelldoctor","0",
"477","Dater 12-9","spelldoctor","0",NULL
"478","Countdowm","spelldoctor","1",NULL
"479","The Tiger Rising","spelldoctor","1",NULL
"480","Silas Marner","spelldoctor","1",NULL
"940","Rikki Tikki Tavi","spelldoctor","1",NULL
"560","Love, Ruby Lavender","spelldoctor","1",NULL
"561","Wuthering Heights 2","spelldoctor","1",NULL
"482","Cambridge Latin Stage 5","spelldoctor","0",NULL
"483","Snow Treasure","spelldoctor","1",NULL
"484","dater1-6","spelldoctor","0",NULL
"485","My Side of the Mountain","spelldoctor","1",NULL
"486","Heroes, Gods, and Monsters of the Greek Myths","spelldoctor","1",NULL
"487","The True Confessions of Charlotte Doyle2","spelldoctor","1",NULL
"488","The Odyssey-Fagles2","spelldoctor","1",
"489","Countdown2","spelldoctor","1",NULL
"490","Visitation Math","spelldoctor","1",NULL
"491","To Kill a Mockingbird-long","spelldoctor","0",
"492","Cambridge Latin Stage 12","spelldoctor","0",NULL
"562","Short Story Vocabulary2-allsaints","spelldoctor","1",NULL
"493","dater 2-9","spelldoctor","0",NULL
"494","The Devil's Arithmetic","spelldoctor","1",NULL
"495","Inside Out & Back Again","spelldoctor","1",NULL
"496","Cambridge Latin Stage 6","spelldoctor","0",NULL
"497","dater 2-16","spelldoctor","0",NULL
"498","Behind Rebel Lines","spelldoctor","1",NULL
"499","Elijah of Buxton","spelldoctor","1",NULL
"500","SAT 3","spelldoctor","1",NULL
"501","Steinbacher Root Words","spelldoctor","1",NULL
"502","Charlie Skedaddle","spelldoctor","1",NULL
"503","Bronx Masquerade","spelldoctor","1",NULL
"504","Manfred","spelldoctor","1",NULL
"505","Revolution is Not a Dinner Party","spelldoctor","1",NULL
"506","Runaway to Freedom","spelldoctor","1",NULL
"507","A Farewell to Arms","spelldoctor","1",NULL
"508","As I Lay Dying","spelldoctor","1",NULL
"509","Death of a Salesman","spelldoctor","1",NULL
"510","Emma","spelldoctor","1",
"511","test list","spelldoctor","0",NULL
"512","The Silver Chair","spelldoctor","1",NULL
"513","The Seven Wonders of Sassafras Springs","spelldoctor","1",NULL
"514","Ben and Me","spelldoctor","1",NULL
"515","Ella Enchanted","spelldoctor","1",NULL
"516","Mr. Tucket","spelldoctor","1",NULL
"517","dater3-2","spelldoctor","0",NULL
"518","zz-inn, shop, hut, hovel","spelldoctor","0",
"519","zz-jester, buffoon","spelldoctor","0",
"520","zz-flattering, pleasant","spelldoctor","0",
"521","zz-regal staff","spelldoctor","0",
"522","zz-speechless, unable to speak, silent","spelldoctor","0",
"523","zz-flat cake, round of bread","spelldoctor","0",
"557","WW6-1-4","spelldoctor","0",NULL
"558","Animal Dreams 2","spelldoctor","1",NULL
"559","Angel on the Square 2","spelldoctor","1",NULL
"524","Medicine Bag","spelldoctor","1",NULL
"525","Good Masters! Sweet Ladies!","spelldoctor","1",
"526","Warriors Don't Cry","spelldoctor","1",NULL
"527","The Mostly True Adventures of Homer P. Figg ","spelldoctor","1",NULL
"528","SJE 7th Fourth Quarter","spelldoctor","1",NULL
"529","Revolution is Not a Dinner Party2","spelldoctor","1",NULL
"530","From The Mixed Up Files of Mrs. Basil E. Frankweiler2","spelldoctor","1",NULL
"531","Cambridge Latin Stage 7","spelldoctor","0",NULL
"532","Fever 1793-sfcs","spelldoctor","1",NULL
"533","From the Mixed Up Files...(short)","spelldoctor","1",NULL
"534","Daniel's Story","spelldoctor","1",NULL
"535","Cambridge Latin Stage 13","spelldoctor","0",NULL
"536","Brave New World","spelldoctor","1",NULL
"537","FCDS Poetry Words","spelldoctor","1",NULL
"538","The Call of the Wild-PA","spelldoctor","1",
"539","Two Kinds","spelldoctor","1",NULL
"540","Round 1","spelldoctor","0",NULL
"541","Round 2","spelldoctor","0",NULL
"542","Round 3","spelldoctor","0",NULL
"543","Round 4","spelldoctor","0",NULL
"544","Round 5","spelldoctor","0",NULL
"545","Round 6","spelldoctor","0",NULL
"546","Cambridge Latin Stage 14","spelldoctor","0",NULL
"547","Roots 1-short","spelldoctor","1",NULL
"548","dater 5-19","spelldoctor","0",NULL
"549","One Amazing Thing","spelldoctor","1",NULL
"550","Thunder Dog","spelldoctor","1",NULL
"551","I Am Malala","spelldoctor","1",NULL
